precio,marca,gastos_envio,garantía,altura,anchura,profundidad,capacidad,puertas,baldas,instalación,consumo_anual,eficiencia,ruido,refrigeración,color
770.99,BOSCH,37.0,3,186.0,60.0,66.0,237.0,2,4,NoFrost,238.0,E,39,NoFrost,Blanco
1757.49,BOSCH,37.0,3,204.0,60.0,66.0,279.0,2,5,NoFrost,238.0,E,39,NoFrost,Inox
1693.33,SMEG,37.0,3,153.0,60.0,77.0,244.0,1,3,Cíclico,130.0,D,35,Cíclico,Inox
501.49,ROMMER,37.0,3,181.0,54.0,60.0,195.0,2,3,NoFrost,280.0,F,40,NoFrost,Blanco
1161.49,BALAY,37.0,3,203.0,60.0,66.0,279.0,2,5,NoFrost,191.0,D,36,NoFrost,Negro
1354.49,SMEG,37.0,3,153.0,60.0,73.0,244.0,1,3,Estático,130.0,D,35,Estático,Rosa
948.49,BOSCH,37.0,3,186.0,60.0,66.0,237.0,2,4,NoFrost,191.0,D,36,NoFrost,Inox
1531.95,BOSCH,37.0,3,177.0,56.0,55.0,184.0,2,3,NoFrost,186.0,D,35,NoFrost,Blanco
1947.44,SMEG,37.0,3,197.0,60.0,73.0,234.0,2,3,NoFrost,204.0,D,37,NoFrost,Verde
1608.61,SMEG,37.0,3,172.0,60.0,77.0,222.0,2,3,Cíclico,168.0,D,35,Cíclico,Verde
378.49,INDESIT,37.0,3,144.0,54.0,57.0,171.0,2,4,Cíclico,221.0,F,41,Cíclico,Inox
1354.49,SMEG,37.0,3,153.0,60.0,77.0,244.0,1,3,Cíclico,130.0,D,35,Cíclico,Rosa
1685.49,TEKA,37.0,3,194.0,91.0,78.0,455.0,4,3,NoFrost,339.0,E,43,NoFrost,Inox
1354.49,SMEG,37.0,3,153.0,60.0,77.0,244.0,1,3,Cíclico,130.0,D,35,Cíclico,Lima
515.49,ROMMER,37.0,3,181.0,54.0,60.0,195.0,2,3,NoFrost,280.0,F,40,NoFrost,Inox
1693.33,SMEG,37.0,3,153.0,60.0,73.0,244.0,1,3,Cíclico,130.0,D,35,Cíclico,Inox
470.49,ROMMER,37.0,3,155.0,60.0,63.0,309.0,2,5,Estático,140.0,F,41,Estático,Inox
724.99,TEKA,37.0,3,186.0,60.0,65.0,230.0,2,3,NoFrost,250.0,E,42,NoFrost,Inox
1080.49,BOSCH,37.0,3,203.0,60.0,66.0,279.0,2,4,NoFrost,238.0,E,39,NoFrost,Gris
1312.49,BOSCH,37.0,3,186.0,60.0,65.0,346.0,1,7,Cíclico,116.0,E,39,Cíclico,Inox
